"LOCUS"	"SYMBOL"	"SYNOYM"	"LENGTH"	"START"	"STOP"	"STRAND"	"NAME"	"CHROMOSOME"	"ANNOTATION"	"ANNOTATION NAME"		
"PITG_00134"			1502	915183	916684	"-"	"COP9 signalosome complex subunit 3, putative"	1				
"PITG_00134"			1502	915183	916684	"-"	"COP9 signalosome complex subunit 3, putative"	1	"Pfam"	"PF01399.19"	"PCI"	"PCI domain"
"PITG_00135"			945	916852	917796	"+"	"conserved hypothetical protein"	1				
"PITG_00136"			988	920846	921833	"+"	"hypothetical protein"	1				
"PITG_00137"			868	922401	923268	"+"	"hypothetical protein"	1				
"PITG_00138"			525	926158	926682	"-"	"conserved hypothetical protein"	1				
"PITG_00139"			544	926736	927279	"-"	"conserved hypothetical protein"	1				
"PITG_00140"			5549	928185	933733	"+"	"chromodomain-helicase-DNA-binding protein, putative"	1				
"PITG_00140"			5549	928185	933733	"+"	"chromodomain-helicase-DNA-binding protein, putative"	1	"Pfam"	"PF00176.15"	"SNF2_N"	"SNF2 family N-terminal domain"
"PITG_00140"			5549	928185	933733	"+"	"chromodomain-helicase-DNA-binding protein, putative"	1	"Pfam"	"PF00271.23"	"Helicase_C"	"Helicase conserved C-terminal domain"
"PITG_00140"			5549	928185	933733	"+"	"chromodomain-helicase-DNA-binding protein, putative"	1	"Pfam"	"PF00385.16"	"Chromo"	"'chromo' (CHRromatin Organisation MOdifier) domain"
"PITG_00140"			5549	928185	933733	"+"	"chromodomain-helicase-DNA-binding protein, putative"	1	"Pfam"	"PF00628.21"	"PHD"	"PHD-finger"
"PITG_00140"			5549	928185	933733	"+"	"chromodomain-helicase-DNA-binding protein, putative"	1	"Pfam"	"PF04851.7"	"ResIII"	"Type III restriction enzyme, res subunit"
"PITG_00141"			5946	933808	939753	"-"	"conserved hypothetical protein"	1				
"PITG_00141"			5946	933808	939753	"-"	"conserved hypothetical protein"	1	"Pfam"	"PF00008.19"	"EGF"	"EGF-like domain"
"PITG_00141"			5946	933808	939753	"-"	"conserved hypothetical protein"	1	"Pfam"	"PF01436.13"	"NHL"	"NHL repeat"
"PITG_00141"			5946	933808	939753	"-"	"conserved hypothetical protein"	1	"Pfam"	"PF03815.11"	"LCCL"	"LCCL domain"
"PITG_00141"			5946	933808	939753	"-"	"conserved hypothetical protein"	1	"Pfam"	"PF07974.5"	"EGF_2"	"EGF-like domain"
"PITG_00142"			870	939906	940775	"+"	"ribosome biogenesis protein NEP1, putative"	1				
"PITG_00142"			870	939906	940775	"+"	"ribosome biogenesis protein NEP1, putative"	1	"Pfam"	"PF03587.6"	"EMG1"	"EMG1/NEP1 methyltransferase"
"PITG_00143"			973	940911	941883	"-"	"nuclear migration protein nudC-like protein"	1				
"PITG_00143"			973	940911	941883	"-"	"nuclear migration protein nudC-like protein"	1	"Pfam"	"PF04969.8"	"CS"	"CS domain"
"PITG_00144"			1314	942024	943337	"+"	"conserved hypothetical protein"	1				
"PITG_00145"			711	943468	944178	"-"	"histone methyltransferase, putative"	1				
"PITG_00145"			711	943468	944178	"-"	"histone methyltransferase, putative"	1	"Pfam"	"PF08123.5"	"DOT1"	"Histone methylation protein DOT1"
"PITG_00146"			1735	945163	946897	"-"	"glucose-6-phosphate 1-dehydrogenase"	1				
"PITG_00146"			1735	945163	946897	"-"	"glucose-6-phosphate 1-dehydrogenase"	1	"Pfam"	"PF00479.14"	"G6PD_N"	"Glucose-6-phosphate dehydrogenase, NAD binding domain"
"PITG_00146"			1735	945163	946897	"-"	"glucose-6-phosphate 1-dehydrogenase"	1	"Pfam"	"PF02781.8"	"G6PD_C"	"Glucose-6-phosphate dehydrogenase, C-terminal domain"
"PITG_00146"			1735	945163	946897	"-"	"glucose-6-phosphate 1-dehydrogenase"	1	"Pfam"	"TIGR00871"	"zwf"	"glucose-6-phosphate dehydrogenase"
"PITG_00147"			891	948044	948934	"-"	"conserved hypothetical protein"	1				
"PITG_00148"			2660	960635	963294	"+"	"programmed cell death 6-interacting protein, putative"	1				
"PITG_00148"			2660	960635	963294	"+"	"programmed cell death 6-interacting protein, putative"	1	"Pfam"	"PF03097.10"	"BRO1"	"BRO1-like domain"
"PITG_00149"			5349	963923	969271	"-"	"conserved hypothetical protein"	1				
"PITG_00149"			5349	963923	969271	"-"	"conserved hypothetical protein"	1	"Pfam"	"PF00652.14"	"Ricin_B_lectin"	"Ricin-type beta-trefoil lectin domain"
"PITG_00150"			1395	972648	974042	"+"	"conserved hypothetical protein"	1				
"PITG_00151"			429	974344	974772	"+"	"conserved hypothetical protein"	1				
"PITG_00151"			429	974344	974772	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF01871.9"	"AMMECR1"	"AMMECR1"
"PITG_00152"			4503	975292	979794	"-"	"kinesin-like protein"	1				
"PITG_00152"			4503	975292	979794	"-"	"kinesin-like protein"	1	"Pfam"	"PF00225.15"	"Kinesin"	"Kinesin motor domain"
"PITG_00153"			1494	999765	1001258	"+"	"hypothetical protein"	1				
"PITG_00154"			2106	1016313	1018418	"+"	"crinkler (CRN) family protein, putative"	1				
"PITG_00155"			1187	1019398	1020584	"-"	"conserved hypothetical protein"	1				
"PITG_00155"			1187	1019398	1020584	"-"	"conserved hypothetical protein"	1	"Pfam"	"PF01987.9"	"DUF124"	"Protein of unknown function DUF124"
"PITG_00155"			1187	1019398	1020584	"-"	"conserved hypothetical protein"	1	"Pfam"	"TIGR00266"	"TIGR00266"	"conserved hypothetical protein TIGR00266"
"PITG_00156"			1747	1021769	1023515	"+"	"beta-tubulin"	1				
"PITG_00156"			1747	1021769	1023515	"+"	"beta-tubulin"	1	"Pfam"	"PF00091.17"	"Tubulin"	"Tubulin/FtsZ family, GTPase domain"
"PITG_00156"			1747	1021769	1023515	"+"	"beta-tubulin"	1	"Pfam"	"PF03953.9"	"Tubulin_C"	"Tubulin/FtsZ family, C-terminal domain"
"PITG_00157"			375	1023677	1024051	"+"	"conserved hypothetical protein"	1				
"PITG_00158"			551	1024818	1025368	"-"	"conserved hypothetical protein"	1				
"PITG_00159"			2676	1025483	1028158	"+"	"conserved hypothetical protein"	1				
"PITG_00160"			8298	1028994	1037291	"+"	"conserved hypothetical protein"	1				
"PITG_00160"			8298	1028994	1037291	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF02138.10"	"Beach"	"Beige/BEACH domain"
"PITG_00162"			454	1065265	1065718	"-"	"protein kinase"	1				
"PITG_00163"			1555	1074811	1076365	"+"	"threonine dehydratase, mitochondrial precursor"	1				
"PITG_00163"			1555	1074811	1076365	"+"	"threonine dehydratase, mitochondrial precursor"	1	"Pfam"	"PF00291.17"	"PALP"	"Pyridoxal-phosphate dependent enzyme"
"PITG_00163"			1555	1074811	1076365	"+"	"threonine dehydratase, mitochondrial precursor"	1	"Pfam"	"PF00585.10"	"Thr_dehydrat_C"	"C-terminal regulatory domain of Threonine dehydratase"
"PITG_00163"			1555	1074811	1076365	"+"	"threonine dehydratase, mitochondrial precursor"	1	"Pfam"	"TIGR01124"	"ilvA_2Cterm"	"threonine ammonia-lyase, biosynthetic"
"PITG_00164"			1426	1076639	1078064	"-"	"conserved hypothetical protein"	1				
"PITG_00164"			1426	1076639	1078064	"-"	"conserved hypothetical protein"	1	"Pfam"	"PF00076.14"	"RRM_1"	"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PITG_00165"			1289	1079100	1080388	"+"	"conserved hypothetical protein"	1				
"PITG_00165"			1289	1079100	1080388	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF04427.10"	"Brix"	"Brix domain"
"PITG_00166"			1163	1080298	1081460	"-"	"phosphoserine phosphatase"	1				
"PITG_00166"			1163	1080298	1081460	"-"	"phosphoserine phosphatase"	1	"Pfam"	"PF00702.18"	"Hydrolase"	"haloacid dehalogenase-like hydrolase"
"PITG_00166"			1163	1080298	1081460	"-"	"phosphoserine phosphatase"	1	"Pfam"	"TIGR00338"	"serB"	"phosphoserine phosphatase SerB"
"PITG_00166"			1163	1080298	1081460	"-"	"phosphoserine phosphatase"	1	"Pfam"	"TIGR01488"	"HAD-SF-IB"	"HAD-superfamily hydrolase, subfamily IB (PSPase-like)"
"PITG_00166"			1163	1080298	1081460	"-"	"phosphoserine phosphatase"	1	"Pfam"	"TIGR01489"	"DKMTPPase-SF"	"2,3-diketo-5-methylthio-1-phosphopentane phosphatase"
"PITG_00167"			1805	1081823	1083627	"-"	"cAMP-specific 3',5'-cyclic phosphodiesterase, putative"	1				
"PITG_00167"			1805	1081823	1083627	"-"	"cAMP-specific 3',5'-cyclic phosphodiesterase, putative"	1	"Pfam"	"PF00233.11"	"PDEase_I"	"3'5'-cyclic nucleotide phosphodiesterase"
"PITG_00169"			2737	1106830	1109566	"+"	"conserved hypothetical protein"	1				
"PITG_00170"			1963	1110025	1111987	"+"	"vacuolar-sorting receptor, putative"	1				
"PITG_00170"			1963	1110025	1111987	"+"	"vacuolar-sorting receptor, putative"	1	"Pfam"	"PF02225.14"	"PA"	"PA domain"
"PITG_00171"			1383	1112442	1113824	"+"	"conserved hypothetical protein"	1				
"PITG_00172"			933	1113944	1114876	"+"	"proteasome subunit alpha, putative"	1				
"PITG_00172"			933	1113944	1114876	"+"	"proteasome subunit alpha, putative"	1	"Pfam"	"PF00227.18"	"Proteasome"	"Proteasome A-type and B-type"
"PITG_00172"			933	1113944	1114876	"+"	"proteasome subunit alpha, putative"	1	"Pfam"	"PF10584.1"	"Proteasome_A_N"	"Proteasome subunit A N-terminal signature"
"PITG_00173"			848	1115000	1115847	"-"	"vesicle-associated membrane protein, putative"	1				
"PITG_00173"			848	1115000	1115847	"-"	"vesicle-associated membrane protein, putative"	1	"Pfam"	"PF00957.13"	"Synaptobrevin"	"Synaptobrevin"
"PITG_00174"			348	1116230	1116577	"+"	"hypothetical protein"	1				
"PITG_00175"			1993	1116696	1118688	"+"	"conserved hypothetical protein"	1				
"PITG_00175"			1993	1116696	1118688	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF04406.6"	"TP6A_N"	"Type IIB DNA topoisomerase"
"PITG_00176"			1741	1118739	1120479	"-"	"presenilin-like protein"	1				
"PITG_00176"			1741	1118739	1120479	"-"	"presenilin-like protein"	1	"Pfam"	"PF01080.9"	"Presenilin"	"Presenilin"
"PITG_00177"			1194	1122482	1123675	"-"	"allantoicase"	1				
"PITG_00177"			1194	1122482	1123675	"-"	"allantoicase"	1	"Pfam"	"PF03561.7"	"Allantoicase"	"Allantoicase repeat"
"PITG_00177"			1194	1122482	1123675	"-"	"allantoicase"	1	"Pfam"	"TIGR02961"	"allantoicase"	"allantoicase"
"PITG_00177"			1194	1122482	1123675	"-"	"allantoicase"	1	"Pfam"	"TIGR03163"	"allicase"	"allantoicase"
"PITG_00178"			1885	1124722	1126606	"+"	"dual specificity tyrosine-phosphorylation-regulated kinase, putative"	1				
"PITG_00178"			1885	1124722	1126606	"+"	"dual specificity tyrosine-phosphorylation-regulated kinase, putative"	1	"Pfam"	"PF00069.17"	"Pkinase"	"Protein kinase domain"
"PITG_00179"			958	1126749	1127706	"-"	"40S ribosomal protein S12, putative"	1				
"PITG_00179"			958	1126749	1127706	"-"	"40S ribosomal protein S12, putative"	1	"Pfam"	"PF01248.18"	"Ribosomal_L7Ae"	"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family"
"PITG_00180"			1967	1127867	1129833	"+"	"conserved hypothetical protein"	1				
"PITG_00180"			1967	1127867	1129833	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF07719.9"	"TPR_2"	"Tetratricopeptide repeat"
"PITG_00181"			933	1130195	1131127	"-"	"conserved hypothetical protein"	1				
"PITG_00181"			933	1130195	1131127	"-"	"conserved hypothetical protein"	1	"Pfam"	"PF00400.24"	"WD40"	"WD domain, G-beta repeat"
"PITG_00182"			354	1131749	1132102	"+"	"conserved hypothetical protein"	1				
"PITG_00182"			354	1131749	1132102	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF04588.5"	"HIG_1_N"	"Hypoxia induced protein conserved region"
"PITG_00183"			2133	1132420	1134552	"-"	"dynamin-2"	1				
"PITG_00183"			2133	1132420	1134552	"-"	"dynamin-2"	1	"Pfam"	"PF00350.15"	"Dynamin_N"	"Dynamin family"
"PITG_00183"			2133	1132420	1134552	"-"	"dynamin-2"	1	"Pfam"	"PF01031.12"	"Dynamin_M"	"Dynamin central region"
"PITG_00183"			2133	1132420	1134552	"-"	"dynamin-2"	1	"Pfam"	"PF02212.10"	"GED"	"Dynamin GTPase effector domain"
"PITG_00184"			1008	1134877	1135884	"+"	"conserved hypothetical protein"	1				
"PITG_00184"			1008	1134877	1135884	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF10354.1"	"DUF2431"	"Domain of unknown function (DUF2431)"
"PITG_00185"			3986	1135958	1139943	"-"	"Voltage-gated Ion Channel (VIC) Superfamily"	1				
"PITG_00185"			3986	1135958	1139943	"-"	"Voltage-gated Ion Channel (VIC) Superfamily"	1	"Pfam"	"PF03493.10"	"BK_channel_a"	"Calcium-activated BK potassium channel alpha subunit"
"PITG_00185"			3986	1135958	1139943	"-"	"Voltage-gated Ion Channel (VIC) Superfamily"	1	"Pfam"	"PF07885.8"	"Ion_trans_2"	"Ion channel"
"PITG_00186"			1618	1140907	1142524	"+"	"histone acetyltransferase, putative"	1				
"PITG_00186"			1618	1140907	1142524	"+"	"histone acetyltransferase, putative"	1	"Pfam"	"PF10394.1"	"Hat1_N"	"Histone acetyl transferase HAT1 N-terminus"
"PITG_00187"			1771	1142619	1144389	"+"	"protein kinase, putative"	1				
"PITG_00187"			1771	1142619	1144389	"+"	"protein kinase, putative"	1	"Pfam"	"PF00069.17"	"Pkinase"	"Protein kinase domain"
"PITG_00187"			1771	1142619	1144389	"+"	"protein kinase, putative"	1	"Pfam"	"PF07714.9"	"Pkinase_Tyr"	"Protein tyrosine kinase"
"PITG_00188"			3667	1144594	1148260	"-"	"kinesin-like protein"	1				
"PITG_00188"			3667	1144594	1148260	"-"	"kinesin-like protein"	1	"Pfam"	"PF00225.15"	"Kinesin"	"Kinesin motor domain"
"PITG_00188"			3667	1144594	1148260	"-"	"kinesin-like protein"	1	"Pfam"	"TIGR01145"	"ATP_synt_delta"	"ATP synthase F1, delta subunit"
"PITG_00189"			1889	1148517	1150405	"+"	"conserved hypothetical protein"	1				
"PITG_00189"			1889	1148517	1150405	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF00328.14"	"Acid_phosphat_A"	"Histidine acid phosphatase"
"PITG_00190"			1683	1150739	1152421	"+"	"conserved hypothetical protein"	1				
"PITG_00190"			1683	1150739	1152421	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF00175.13"	"NAD_binding_1"	"Oxidoreductase NAD-binding domain"
"PITG_00190"			1683	1150739	1152421	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF00667.12"	"FAD_binding_1"	"FAD binding domain"
"PITG_00191"			1047	1155631	1156677	"+"	"conserved hypothetical protein"	1				
"PITG_00191"			1047	1155631	1156677	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF01230.15"	"HIT"	"HIT domain"
"PITG_00192"			2269	1156784	1159052	"-"	"conserved hypothetical protein"	1				
"PITG_00192"			2269	1156784	1159052	"-"	"conserved hypothetical protein"	1	"Pfam"	"TIGR00756"	"PPR"	"pentatricopeptide repeat domain"
"PITG_00193"			2741	1159527	1162267	"-"	"conserved hypothetical protein"	1				
"PITG_00193"			2741	1159527	1162267	"-"	"conserved hypothetical protein"	1	"Pfam"	"TIGR00756"	"PPR"	"pentatricopeptide repeat domain"
"PITG_00194"			1305	1163013	1164317	"-"	"casein kinase II subunit, putative"	1				
"PITG_00194"			1305	1163013	1164317	"-"	"casein kinase II subunit, putative"	1	"Pfam"	"PF00069.17"	"Pkinase"	"Protein kinase domain"
"PITG_00195"			553	1265554	1266106	"+"	"conserved hypothetical protein"	1				
"PITG_00196"			805	1275190	1275994	"-"	"conserved hypothetical protein"	1				
"PITG_00197"			2757	1276260	1279016	"+"	"conserved hypothetical protein"	1				
"PITG_00198"			472	1293604	1294075	"-"	"conserved hypothetical protein"	1				
"PITG_00200"			592	1313029	1313620	"+"	"conserved hypothetical protein"	1				
"PITG_00201"			1859	1313694	1315552	"-"	"conserved hypothetical protein"	1				
"PITG_00202"			989	1316137	1317125	"+"	"hypothetical protein"	1				
"PITG_00203"			1470	1317696	1319165	"-"	"mitochondrial-processing peptidase subunit beta"	1				
"PITG_00203"			1470	1317696	1319165	"-"	"mitochondrial-processing peptidase subunit beta"	1	"Pfam"	"PF00675.12"	"Peptidase_M16"	"Insulinase (Peptidase family M16)"
"PITG_00203"			1470	1317696	1319165	"-"	"mitochondrial-processing peptidase subunit beta"	1	"Pfam"	"PF05193.13"	"Peptidase_M16_C"	"Peptidase M16 inactive domain"
"PITG_00204"			3202	1319979	1323180	"+"	"kinesin heavy chain, putative"	1				
"PITG_00204"			3202	1319979	1323180	"+"	"kinesin heavy chain, putative"	1	"Pfam"	"PF00225.15"	"Kinesin"	"Kinesin motor domain"
"PITG_00204"			3202	1319979	1323180	"+"	"kinesin heavy chain, putative"	1	"Pfam"	"PF00569.9"	"ZZ"	"Zinc finger, ZZ type"
"PITG_00205"			736	1323901	1324636	"-"	"conserved hypothetical protein"	1				
"PITG_00206"			1726	1326116	1327841	"+"	"conserved hypothetical protein"	1				
"PITG_00206"			1726	1326116	1327841	"+"	"conserved hypothetical protein"	1	"Pfam"	"TIGR00148"	"TIGR00148"	"UbiD family decarboxylases"
"PITG_00207"			1220	1327985	1329204	"+"	"conserved hypothetical protein"	1				
"PITG_00207"			1220	1327985	1329204	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF00097.17"	"zf-C3HC4"	"Zinc finger, C3HC4 type (RING finger)"
"PITG_00208"			2334	1329447	1331780	"-"	"protein kinase, putative"	1				
"PITG_00208"			2334	1329447	1331780	"-"	"protein kinase, putative"	1	"Pfam"	"PF00069.17"	"Pkinase"	"Protein kinase domain"
"PITG_00208"			2334	1329447	1331780	"-"	"protein kinase, putative"	1	"Pfam"	"PF07714.9"	"Pkinase_Tyr"	"Protein tyrosine kinase"
"PITG_00209"			1943	1332105	1334047	"-"	"Major Facilitator Superfamily (MFS)"	1				
"PITG_00209"			1943	1332105	1334047	"-"	"Major Facilitator Superfamily (MFS)"	1	"Pfam"	"PF07690.8"	"MFS_1"	"Major Facilitator Superfamily"
"PITG_00210"			1659	1336260	1337918	"-"	"hypothetical protein"	1				
"PITG_00211"			945	1340522	1341466	"+"	"adenine phosphoribosyltransferase, putative"	1				
"PITG_00211"			945	1340522	1341466	"+"	"adenine phosphoribosyltransferase, putative"	1	"Pfam"	"PF00156.19"	"Pribosyltran"	"Phosphoribosyl transferase domain"
"PITG_00211"			945	1340522	1341466	"+"	"adenine phosphoribosyltransferase, putative"	1	"Pfam"	"TIGR01090"	"apt"	"adenine phosphoribosyltransferase"
"PITG_00212"			1458	1341841	1343298	"+"	"conserved hypothetical protein"	1				
"PITG_00213"			1007	1343411	1344417	"+"	"hypothetical protein"	1				
"PITG_00214"			891	1344969	1345859	"+"	"conserved hypothetical protein"	1				
"PITG_00215"			3470	1346449	1349918	"+"	"calmodulin-binding transcription activator, putative"	1				
"PITG_00215"			3470	1346449	1349918	"+"	"calmodulin-binding transcription activator, putative"	1	"Pfam"	"PF00023.22"	"Ank"	"Ankyrin repeat"
"PITG_00215"			3470	1346449	1349918	"+"	"calmodulin-binding transcription activator, putative"	1	"Pfam"	"PF00612.19"	"IQ"	"IQ calmodulin-binding motif"
"PITG_00215"			3470	1346449	1349918	"+"	"calmodulin-binding transcription activator, putative"	1	"Pfam"	"PF03859.8"	"CG-1"	"CG-1 domain"
"PITG_00216"			685	1349929	1350613	"-"	"conserved hypothetical protein"	1				
"PITG_00217"			1879	1356502	1358380	"-"	"conserved hypothetical protein"	1				
"PITG_00218"			14365	1358850	1373214	"+"	"ATP-binding Cassette (ABC) Superfamily"	1				
"PITG_00218"			14365	1358850	1373214	"+"	"ATP-binding Cassette (ABC) Superfamily"	1	"Pfam"	"PF00005.19"	"ABC_tran"	"ABC transporter"
"PITG_00219"			1188	1380924	1382111	"+"	"glucan 1,3-beta-glucosidase, putative"	1				
"PITG_00220"			960	1382233	1383192	"+"	"general transcription factor IIH subunit, putative"	1				
"PITG_00220"			960	1382233	1383192	"+"	"general transcription factor IIH subunit, putative"	1	"Pfam"	"PF03850.6"	"Tfb4"	"Transcription factor Tfb4"
"PITG_00220"			960	1382233	1383192	"+"	"general transcription factor IIH subunit, putative"	1	"Pfam"	"TIGR00627"	"tfb4"	"transcription factor tfb4"
"PITG_00221"			1147	1383286	1384432	"+"	"tryptophan synthase, putative"	1				
"PITG_00221"			1147	1383286	1384432	"+"	"tryptophan synthase, putative"	1	"Pfam"	"PF00290.12"	"Trp_syntA"	"Tryptophan synthase alpha chain"
"PITG_00221"			1147	1383286	1384432	"+"	"tryptophan synthase, putative"	1	"Pfam"	"TIGR00262"	"trpA"	"tryptophan synthase, alpha subunit"
"PITG_00222"			512	1384898	1385409	"+"	"conserved hypothetical protein"	1				
"PITG_00223"			3231	1385739	1388969	"-"	"DNA repair and recombination protein RAD54"	1				
"PITG_00223"			3231	1385739	1388969	"-"	"DNA repair and recombination protein RAD54"	1	"Pfam"	"PF00176.15"	"SNF2_N"	"SNF2 family N-terminal domain"
"PITG_00223"			3231	1385739	1388969	"-"	"DNA repair and recombination protein RAD54"	1	"Pfam"	"PF00271.23"	"Helicase_C"	"Helicase conserved C-terminal domain"
"PITG_00224"			3393	1389145	1392537	"+"	"conserved hypothetical protein"	1				
"PITG_00224"			3393	1389145	1392537	"+"	"conserved hypothetical protein"	1	"Pfam"	"PF01535.12"	"PPR"	"PPR repeat"
"PITG_00224"			3393	1389145	1392537	"+"	"conserved hypothetical protein"	1	"Pfam"	"TIGR00756"	"PPR"	"pentatricopeptide repeat domain"
"PITG_00225"			1725	1392568	1394292	"-"	"sialin-like protein"	1				
"PITG_00225"			1725	1392568	1394292	"-"	"sialin-like protein"	1	"Pfam"	"PF07690.8"	"MFS_1"	"Major Facilitator Superfamily"
"PITG_00226"			3531	1394401	1397931	"-"	"kinesin-like protein"	1				
"PITG_00226"			3531	1394401	1397931	"-"	"kinesin-like protein"	1	"Pfam"	"PF00225.15"	"Kinesin"	"Kinesin motor domain"
"PITG_00227"			2079	1398171	1400249	"+"	"DEAD/DEAH box RNA helicase, putative"	1				
"PITG_00227"			2079	1398171	1400249	"+"	"DEAD/DEAH box RNA helicase, putative"	1	"Pfam"	"PF00270.21"	"DEAD"	"DEAD/DEAH box helicase"
"PITG_00227"			2079	1398171	1400249	"+"	"DEAD/DEAH box RNA helicase, putative"	1	"Pfam"	"PF00271.23"	"Helicase_C"	"Helicase conserved C-terminal domain"
"PITG_00228"			3557	1400557	1404113	"-"	"Amino Acid-Polyamine-Organocation (APC) Family"	1				
"PITG_00228"			3557	1400557	1404113	"-"	"Amino Acid-Polyamine-Organocation (APC) Family"	1	"Pfam"	"PF00324.13"	"AA_permease"	"Amino acid permease"
